article_id,title,company_name,published_date,category,revenue,summary,url,author,word_count,company_id,match_type,arr_usd,published_date_clean,year,quarter,month,category_standardized,industry,founded_year,headquarters,employee_count,is_public,stock_ticker,company_age,company_size_category,is_ai_related,top_similar_articles
ART0074,SpaceX Launches New AI-Powered Product,SpaceX,2021-05-15T00:00:00Z,Cybersecurity,$3450.0 million,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/74,,1486.0,SpaceX,exact,3450000000.0,2021-05-15,2021,2,5,Cyber Security,AI/ML,2016,"Berlin, Germany",31018,False,,5,Large,True,"['ART0322', 'ART0493', 'ART0413']"
ART0075,Cloudflare Faces Regulatory Scrutiny,Cloudflare,10/20/2020,Security,"¥75,000,000,000",International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/75,,802.0,Cloudflare,exact,500000000.0,2020-10-20,2020,4,10,Cyber Security,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,22,Small,False,"['ART0119', 'ART0045', 'ART0498']"
ART0076,Palantir Acquires Competitor for Undisclosed Sum,Palantir,18-04-2023,Cybersecurity,Not disclosed,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/76,John Smith,2842.0,Palantir,exact,,2023-04-18,2023,2,4,Cyber Security,Cloud Computing,2005,"Berlin, Germany",42306,True,,18,Large,False,"['ART0703', 'ART0471', 'ART0499']"
ART0077,Airbnb Faces Regulatory Scrutiny,Airbnb,28 Aug 2021,Finance,"$4,200,000,000",Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/77,,700.0,Airbnb,exact,4200000000.0,2021-08-28,2021,3,8,Financial Technology,Data Analytics,1999,"London, UK",19967,False,,22,Medium,False,"['ART0134', 'ART0011', 'ART0398']"
ART0078,DataRobot Unveils Next-Generation Platform,DataRobot,14-10-2022,FinTech,295.0M USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/78,,1060.0,DataRobot,exact,295000000.0,2022-10-14,2022,4,10,Financial Technology,Cloud Computing,2012,"New York, NY",23471,True,,10,Medium,False,"['ART0728', 'ART0371', 'ART0212']"
ART0079,Scale AI Raises Series D Funding Round,Scale AI,09 Jul 2023,Artificial Intelligence,$735.0 million,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/79,Alex Johnson,2201.0,Scale AI,exact,735000000.0,2023-07-09,2023,3,7,Artificial Intelligence,AI/ML,2003,"Berlin, Germany",23379,False,,20,Medium,True,"['ART0135', 'ART0131', 'ART0742']"
ART0080,Amazon Web Services Reports Record Revenue Growth,Amazon Web Services,2020-09-27T00:00:00Z,Analytics,$45.500 billion,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/80,Alex Johnson,1887.0,Amazon Web Services,exact,45500000000.0,2020-09-27,2020,3,9,Data Analytics,SaaS,2015,"Berlin, Germany",27826,False,,5,Medium,False,"['ART0723', 'ART0522', 'ART0039']"
ART0081,Meta AI Partners with Major Enterprise Client,Meta AI,06/03/2020,FinTech,"£114,173,228",The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/81,Alex Johnson,2362.0,Meta AI,exact,144999999.0,2020-06-03,2020,2,6,Financial Technology,Data Analytics,2001,"Seattle, WA",20240,True,,19,Medium,False,"['ART0055', 'ART0241', 'ART0693']"
ART0082,Airbnb Achieves Profitability Milestone,Airbnb,08-10-2023,Enterprise Software,"¥1,110,000,000,000",The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/82,,2799.0,Airbnb,exact,7400000000.0,2023-08-10,2023,3,8,Software,Data Analytics,1999,"London, UK",19967,False,,24,Medium,False,"['ART0531', 'ART0378', 'ART0661']"
ART0083,Stripe Faces Regulatory Scrutiny,Stripe,29 Mar 2021,Machine Learning,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/83,John Smith,1746.0,Stripe,exact,,2021-03-29,2021,1,3,Artificial Intelligence,Data Analytics,2002,"Seattle, WA",36348,True,STRI,19,Large,True,"['ART0152', 'ART0746', 'ART0253']"
ART0084,Cloudflare Raises Series D Funding Round,Cloudflare,07/18/2020,Software,,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/84,,,Cloudflare,exact,,2020-07-18,2020,3,7,Software,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,22,Small,False,"['ART0415', 'ART0003', 'ART0368']"
ART0085,Cloudflare Faces Regulatory Scrutiny,Cloudflare,15-04-2022,Artificial Intelligence,"€795,454,545",Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/85,,1969.0,Cloudflare,exact,874999999.0,2022-04-15,2022,2,4,Artificial Intelligence,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,24,Small,True,"['ART0344', 'ART0747', 'ART0742']"
ART0086,Anthropic CEO Discusses Future of AI,Anthropic,07/19/2021,AI & ML,"$45,000,000",Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/86,Jane Doe,2812.0,Anthropic,exact,45000000.0,2021-07-19,2021,3,7,Artificial Intelligence,FinTech,2006,"San Francisco, CA",43747,False,,15,Large,True,"['ART0608', 'ART0622', 'ART0221']"
ART0087,Tesla Raises Series D Funding Round,Tesla,02/09/2023,Enterprise Software,$82000.0 million,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/87,John Smith,1092.0,Tesla,exact,82000000000.0,2023-02-09,2023,1,2,Software,Cloud Computing,2008,"London, UK",5691,True,,15,Small,False,"['ART0400', 'ART0057', 'ART0068']"
ART0088,Microsoft Releases Open Source Framework,Microsoft,05/28/2021,AI & ML,$52.500B,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/88,Alex Johnson,,Microsoft,exact,52500000000.0,2021-05-28,2021,2,5,Artificial Intelligence,Data Analytics,2018,"Austin, TX",48646,False,,3,Large,True,"['ART0552', 'ART0389', 'ART0405']"
ART0089,Databricks Announces Breakthrough in Large Language Models,Databricks,16 Sep 2020,Cybersecurity,,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/89,,2351.0,Databricks,exact,,2020-09-16,2020,3,9,Cyber Security,Data Analytics,2003,"Berlin, Germany",17962,True,DATA,17,Medium,False,"['ART0404', 'ART0453', 'ART0062']"
ART0090,MongoDB Reports Record Revenue Growth,MongoDB,2023-06-13,SaaS,$1.560B,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/90,,2316.0,MongoDB,exact,1560000000.0,2023-06-13,2023,2,6,Software,SaaS,2008,"Austin, TX",16952,False,MONG,15,Medium,False,"['ART0009', 'ART0412', 'ART0396']"
ART0091,Google DeepMind Raises Series D Funding Round,Google DeepMind,2021-10-21T00:00:00Z,Cloud Computing,"¥61,500,000,000",Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/91,,968.0,Google DeepMind,exact,410000000.0,2021-10-21,2021,4,10,Cloud Computing,Data Analytics,2017,"Austin, TX",24274,False,,4,Medium,False,"['ART0201', 'ART0397', 'ART0290']"
ART0092,Scale AI Achieves Profitability Milestone,Scale AI,03 Feb 2023,Cloud Services,Not disclosed,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/92,Sam Wilson,889.0,Scale AI,exact,,2023-02-03,2023,1,2,Cloud Services,AI/ML,2003,"Berlin, Germany",23379,False,,20,Medium,True,"['ART0217', 'ART0138', 'ART0051']"
ART0093,Stripe CEO Discusses Future of AI,Stripe,02 Oct 2021,Financial Technology,$1.550B,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/93,Sam Wilson,,Stripe,exact,1550000000.0,2021-10-02,2021,4,10,Financial Technology,Data Analytics,2002,"Seattle, WA",36348,True,STRI,19,Large,False,"['ART0558', 'ART0505', 'ART0618']"
ART0094,Airbnb Launches New AI-Powered Product,Airbnb,2023-02-13,Enterprise Software,"£5,196,850,394",Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/94,John Smith,2959.0,Airbnb,exact,6600000000.0,2023-02-13,2023,1,2,Software,Data Analytics,1999,"London, UK",19967,False,,24,Medium,False,"['ART0027', 'ART0697', 'ART0476']"
ART0095,Snowflake Acquires Competitor for Undisclosed Sum,Snowflake,2020-07-31T00:00:00Z,SaaS,Not disclosed,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/95,,1641.0,Snowflake,exact,,2020-07-31,2020,3,7,Software,Cloud Computing,2012,"London, UK",49545,True,,8,Large,False,"['ART0349', 'ART0171', 'ART0571']"
ART0096,Confluent Reports Record Revenue Growth,Confluent,2022-05-28T00:00:00Z,Software,$0.655 billion,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/96,Alex Johnson,1937.0,Confluent,exact,655000000.0,2022-05-28,2022,2,5,Software,Cloud Computing,1995,"London, UK",3884,False,,27,Small,False,"['ART0615', 'ART0391', 'ART0014']"
ART0097,OpenAI Launches New AI-Powered Product,OpenAI,2020-10-20T00:00:00Z,Big Data,$90.2M - $99.8M,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/97,Sam Wilson,1896.0,OpenAI,exact,95000000.0,2020-10-20,2020,4,10,Big Data,Data Analytics,2006,"Austin, TX",12793,False,OPEN,14,Medium,False,"['ART0612', 'ART0402', 'ART0549']"
ART0098,Amazon Web Services Acquires Competitor for Undisclosed Sum,Amazon Web Services,30 Sep 2021,Data Analytics,Not disclosed,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/98,,,Amazon Web Services,exact,,2021-09-30,2021,3,9,Data Analytics,SaaS,2015,"Berlin, Germany",27826,False,,6,Medium,False,"['ART0136', 'ART0005', 'ART0375']"
ART0099,Palantir Achieves Profitability Milestone,Palantir,"May 18, 2022",Security,"£1,220,472,441",Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/99,Alex Johnson,2929.0,Palantir,exact,1550000000.0,2022-05-18,2022,2,5,Cyber Security,Cloud Computing,2005,"Berlin, Germany",42306,True,,17,Large,False,"['ART0572', 'ART0413', 'ART0385']"
ART0100,Cloudflare Releases Open Source Framework,Cloudflare,28-09-2023,Artificial Intelligence,$1.260 billion,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/100,Jane Doe,1685.0,Cloudflare,exact,1260000000.0,2023-09-28,2023,3,9,Artificial Intelligence,Cybersecurity,1998,"Austin, TX",4422,False,CLOU,25,Small,True,"['ART0321', 'ART0734', 'ART0612']"
ART0101,Stripe Raises Series D Funding Round,Stripe,"January 16, 2020",Cybersecurity,$720.0M,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/101,,,Stripe,exact,720000000.0,2020-01-16,2020,1,1,Cyber Security,Data Analytics,2002,"Seattle, WA",36348,True,STRI,18,Large,False,"['ART0654', 'ART0359', 'ART0415']"
ART0102,OpenAI Partners with Major Enterprise Client,OpenAI,08-06-2020,Enterprise Software,$75.0M,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/102,John Smith,1203.0,OpenAI,exact,75000000.0,2020-08-06,2020,3,8,Software,Data Analytics,2006,"Austin, TX",12793,False,OPEN,14,Medium,False,"['ART0464', 'ART0483', 'ART0520']"
ART0103,DataRobot Partners with Major Enterprise Client,DataRobot,13-11-2023,Machine Learning,,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/103,Alex Johnson,1407.0,DataRobot,exact,,2023-11-13,2023,4,11,Artificial Intelligence,Cloud Computing,2012,"New York, NY",23471,True,,11,Medium,True,"['ART0569', 'ART0483', 'ART0241']"
ART0104,Stripe Launches New AI-Powered Product,Stripe,2020-06-05T00:00:00Z,AI & ML,$780.0 million,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/104,John Smith,1308.0,Stripe,exact,780000000.0,2020-06-05,2020,2,6,Artificial Intelligence,Data Analytics,2002,"Seattle, WA",36348,True,STRI,18,Large,True,"['ART0527', 'ART0017', 'ART0417']"
ART0105,Amazon Web Services Faces Regulatory Scrutiny,Amazon Web Services,09 Nov 2020,Machine Learning,,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/105,,1823.0,Amazon Web Services,exact,,2020-11-09,2020,4,11,Artificial Intelligence,SaaS,2015,"Berlin, Germany",27826,False,,5,Medium,True,"['ART0564', 'ART0272', 'ART0136']"
ART0106,Scale AI Acquires Competitor for Undisclosed Sum,Scale AI,"November 05, 2020",Machine Learning,Not disclosed,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/106,Alex Johnson,1771.0,Scale AI,exact,,2020-11-05,2020,4,11,Artificial Intelligence,AI/ML,2003,"Berlin, Germany",23379,False,,17,Medium,True,"['ART0515', 'ART0578', 'ART0709']"
ART0107,Palantir Partners with Major Enterprise Client,Palantir,2020-03-18,Analytics,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/107,,668.0,Palantir,exact,,2020-03-18,2020,1,3,Data Analytics,Cloud Computing,2005,"Berlin, Germany",42306,True,,15,Large,False,"['ART0599', 'ART0499', 'ART0575']"
ART0108,Palantir Faces Regulatory Scrutiny,Palantir,08/27/2023,Data Analytics,"¥315,000,000,000",Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/108,Alex Johnson,845.0,Palantir,exact,2100000000.0,2023-08-27,2023,3,8,Data Analytics,Cloud Computing,2005,"Berlin, Germany",42306,True,,18,Large,False,"['ART0244', 'ART0344', 'ART0471']"
ART0109,MongoDB Achieves Profitability Milestone,MongoDB,2020-12-19,FinTech,"€590,909,091",International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/109,Sam Wilson,1885.0,MongoDB,exact,650000000.0,2020-12-19,2020,4,12,Financial Technology,SaaS,2008,"Austin, TX",16952,False,MONG,12,Medium,False,"['ART0494', 'ART0275', 'ART0310']"
ART0110,DataRobot Announces Breakthrough in Large Language Models,DataRobot,16 Jul 2023,Data Analytics,Not disclosed,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/110,,2968.0,DataRobot,exact,,2023-07-16,2023,3,7,Data Analytics,Cloud Computing,2012,"New York, NY",23471,True,,11,Medium,False,"['ART0728', 'ART0078', 'ART0371']"
ART0111,Microsoft Acquires Competitor for Undisclosed Sum,Microsoft,2020-06-15T00:00:00Z,Cloud Computing,Not disclosed,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/111,Sam Wilson,1845.0,Microsoft,exact,,2020-06-15,2020,2,6,Cloud Computing,Data Analytics,2018,"Austin, TX",48646,False,,2,Large,False,"['ART0671', 'ART0684', 'ART0238']"
ART0112,Microsoft Achieves Profitability Milestone,Microsoft,10 Dec 2023,SaaS,"$78,000,000,000",Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/112,Alex Johnson,1377.0,Microsoft,exact,78000000000.0,2023-12-10,2023,4,12,Software,Data Analytics,2018,"Austin, TX",48646,False,,5,Large,False,"['ART0521', 'ART0358', 'ART0166']"
ART0113,Stripe Partners with Major Enterprise Client,Stripe,01/28/2021,Cloud Computing,"€954,545,455",Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/113,Jane Doe,1131.0,Stripe,exact,1050000000.0,2021-01-28,2021,1,1,Cloud Computing,Data Analytics,2002,"Seattle, WA",36348,True,STRI,19,Large,False,"['ART0690', 'ART0599', 'ART0107']"
ART0114,Amazon Web Services Launches New AI-Powered Product,Amazon Web Services,2023-11-19T00:00:00Z,Cloud,"¥14,250,000,000,000",Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/114,Alex Johnson,2338.0,Amazon Web Services,exact,95000000000.0,2023-11-19,2023,4,11,Cloud Computing,SaaS,2015,"Berlin, Germany",27826,False,,8,Medium,False,"['ART0369', 'ART0197', 'ART0442']"
ART0115,NVIDIA Releases Open Source Framework,NVIDIA,04-05-2021,InfoSec,"£11,811,023,622",Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/115,,1163.0,NVIDIA,exact,14999999999.0,2021-04-05,2021,2,4,Cyber Security,AI/ML,2017,"London, UK",22031,False,,4,Medium,True,"['ART0700', 'ART0547', 'ART0524']"
ART0116,Tesla Faces Regulatory Scrutiny,Tesla,10-10-2020,Artificial Intelligence,$24700.0M - $27300.0M,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/116,Alex Johnson,,Tesla,exact,26000000000.0,2020-10-10,2020,4,10,Artificial Intelligence,Cloud Computing,2008,"London, UK",5691,True,,12,Small,True,"['ART0574', 'ART0361', 'ART0344']"
